NACA4418
1.00024979 0.00187342
1.00018980 0.00189452
1.00000983 0.00195779
0.99970992 0.00206318
0.99929013 0.00221063
0.99875055 0.00240001
0.99809128 0.00263119
0.99731245 0.00290398
0.99641422 0.00321820
0.99539677 0.00357359
0.99426030 0.00396990
0.99300504 0.00440682
0.99163124 0.00488404
0.99013918 0.00540120
0.98852915 0.00595791
0.98680149 0.00655376
0.98495654 0.00718832
0.98299467 0.00786110
0.98091629 0.00857163
0.97872181 0.00931939
0.97641169 0.01010381
0.97398639 0.01092435
0.97144641 0.01178039
0.96879228 0.01267133
0.96602454 0.01359653
0.96314376 0.01455532
0.96015055 0.01554702
0.95704551 0.01657092
0.95382931 0.01762632
0.95050261 0.01871245
0.94706611 0.01982857
0.94352053 0.02097390
0.93986663 0.02214764
0.93610518 0.02334899
0.93223697 0.02457712
0.92826283 0.02583120
0.92418362 0.02711037
0.92000021 0.02841377
0.91571349 0.02974052
0.91132440 0.03108975
0.90683389 0.03246056
0.90224294 0.03385203
0.89755254 0.03526325
0.89276373 0.03669331
0.88787755 0.03814127
0.88289509 0.03960620
0.87781745 0.04108715
0.87264575 0.04258317
0.86738115 0.04409331
0.86202483 0.04561662
0.85657797 0.04715213
0.85104182 0.04869887
0.84541761 0.05025589
0.83970663 0.05182220
0.83391016 0.05339684
0.82802953 0.05497883
0.82206608 0.05656720
0.81602118 0.05816098
0.80989621 0.05975919
0.80369259 0.06136084
0.79741175 0.06296498
0.79105515 0.06457062
0.78462427 0.06617679
0.77812060 0.06778252
0.77154567 0.06938684
0.76490102 0.07098877
0.75818821 0.07258736
0.75140883 0.07418163
0.74456447 0.07577063
0.73765677 0.07735339
0.73068736 0.07892897
0.72365791 0.08049639
0.71657010 0.08205472
0.70942562 0.08360301
0.70222620 0.08514031
0.69497357 0.08666568
0.68766948 0.08817819
0.68031571 0.08967690
0.67291404 0.09116089
0.66546627 0.09262923
0.65797423 0.09408101
0.65043976 0.09551531
0.64286469 0.09693123
0.63525090 0.09832786
0.62760027 0.09970430
0.61991469 0.10105968
0.61219607 0.10239309
0.60444634 0.10370368
0.59666742 0.10499056
0.58886127 0.10625287
0.58102985 0.10748977
0.57317512 0.10870041
0.56529907 0.10988394
0.55740369 0.11103955
0.54949098 0.11216642
0.54156296 0.11326374
0.53362165 0.11433071
0.52566908 0.11536655
0.51770729 0.11637050
0.50973832 0.11734178
0.50176424 0.11827967
0.49378710 0.11918341
0.48580896 0.12005231
0.47783191 0.12088566
0.46985801 0.12168277
0.46188935 0.12244298
0.45392801 0.12316564
0.44597609 0.12385012
0.43803567 0.12449580
0.43010885 0.12510210
0.42219771 0.12566844
0.41430436 0.12619428
0.40643088 0.12667909
0.39854564 0.12712208
0.39053135 0.12751147
0.38254226 0.12784112
0.37458073 0.12811077
0.36664908 0.12832022
0.35874967 0.12846933
0.35088484 0.12855798
0.34305691 0.12858611
0.33526822 0.12855372
0.32752110 0.12846083
0.31981785 0.12830753
0.31216078 0.12809395
0.30455220 0.12782026
0.29699437 0.12748669
0.28948958 0.12709352
0.28204008 0.12664106
0.27464811 0.12612968
0.26731589 0.12555981
0.26004562 0.12493190
0.25283949 0.12424646
0.24569966 0.12350406
0.23862827 0.12270530
0.23162744 0.12185083
0.22469925 0.12094133
0.21784577 0.11997757
0.21106903 0.11896030
0.20437104 0.11789037
0.19775378 0.11676863
0.19121919 0.11559600
0.18476919 0.11437341
0.17840565 0.11310187
0.17213041 0.11178238
0.16594530 0.11041601
0.15985207 0.10900384
0.15385247 0.10754702
0.14794819 0.10604668
0.14214089 0.10450402
0.13643219 0.10292025
0.13082367 0.10129661
0.12531686 0.09963437
0.11991326 0.09793481
0.11461432 0.09619925
0.10942146 0.09442900
0.10433604 0.09262542
0.09935938 0.09078986
0.09449278 0.08892370
0.08973745 0.08702831
0.08509460 0.08510509
0.08056538 0.08315543
0.07615088 0.08118074
0.07185217 0.07918241
0.06767027 0.07716186
0.06360615 0.07512047
0.05966072 0.07305964
0.05583488 0.07098076
0.05212946 0.06888521
0.04854527 0.06677436
0.04508304 0.06464955
0.04174349 0.06251213
0.03852729 0.06036342
0.03543506 0.05820470
0.03246738 0.05603726
0.02962478 0.05386235
0.02690778 0.05168119
0.02431683 0.04949498
0.02185234 0.04730489
0.01951470 0.04511204
0.01730424 0.04291753
0.01522127 0.04072243
0.01326604 0.03852776
0.01143878 0.03633451
0.00973967 0.03414362
0.00816888 0.03195599
0.00672651 0.02977247
0.00541264 0.02759388
0.00422732 0.02542098
0.00317056 0.02325450
0.00224232 0.02109508
0.00144256 0.01894336
0.00077117 0.01679990
0.00022804 0.01466521
-0.00018700 0.01253975
-0.00047412 0.01042393
-0.00063356 0.00831812
-0.00066557 0.00622260
-0.00057043 0.00413762
-0.00034846 0.00206337
0.00000000 0.00000000
0.00047183 -0.00203870
0.00106387 -0.00403896
0.00177570 -0.00600073
0.00260684 -0.00792395
0.00355679 -0.00980859
0.00462503 -0.01165460
0.00581101 -0.01346196
0.00711413 -0.01523061
0.00853379 -0.01696053
0.01006934 -0.01865170
0.01172012 -0.02030408
0.01348543 -0.02191765
0.01536454 -0.02349240
0.01735673 -0.02502832
0.01946120 -0.02652540
0.02167716 -0.02798363
0.02400381 -0.02940302
0.02644028 -0.03078358
0.02898572 -0.03212532
0.03163924 -0.03342827
0.03439994 -0.03469246
0.03726689 -0.03591792
0.04023914 -0.03710472
0.04331573 -0.03825291
0.04649568 -0.03936255
0.04977800 -0.04043372
0.05316167 -0.04146653
0.05664566 -0.04246106
0.06022893 -0.04341745
0.06391044 -0.04433581
0.06768910 -0.04521629
0.07156386 -0.04605905
0.07553361 -0.04686427
0.07959725 -0.04763214
0.08375369 -0.04836286
0.08800180 -0.04905667
0.09234046 -0.04971379
0.09676854 -0.05033450
0.10128491 -0.05091907
0.10588840 -0.05146780
0.11057789 -0.05198102
0.11535221 -0.05245907
0.12021021 -0.05290230
0.12515072 -0.05331109
0.13017257 -0.05368586
0.13527461 -0.05402702
0.14045564 -0.05433502
0.14571451 -0.05461034
0.15105003 -0.05485347
0.15646103 -0.05506491
0.16194631 -0.05524520
0.16750470 -0.05539492
0.17313502 -0.05551462
0.17883606 -0.05560492
0.18460666 -0.05566645
0.19044560 -0.05569985
0.19635170 -0.05570578
0.20232376 -0.05568494
0.20836058 -0.05563804
0.21446097 -0.05556580
0.22062371 -0.05546898
0.22684759 -0.05534835
0.23313142 -0.05520468
0.23947396 -0.05503879
0.24587400 -0.05485149
0.25233031 -0.05464362
0.25884167 -0.05441604
0.26540684 -0.05416960
